Timestamp           | Level    | Location                             | Message
2025-05-27 18:51:13 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       4     ▲ 0.5753      ▼ 1.2545     ▲ 0.4717      ▼ 1.5030        4.9599e-05  58.33
2025-05-27 18:52:13 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       5     ▲ 0.6091      ▼ 1.1336     ▲ 0.4889      ▼ 1.4988        4.9374e-05  59.8887
2025-05-27 18:53:11 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       6     ▲ 0.6533      ▼ 1.0040     ▲ 0.4914      ▼ 1.4980        4.9101e-05  57.9413
2025-05-27 18:54:09 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       7     ▲ 0.6951      ▼ 0.8887       0.4816        1.5057        4.8779e-05  58.3059
2025-05-27 18:55:07 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       8     ▲ 0.7117      ▼ 0.8109     ▲ 0.5012        1.5692        4.8409e-05  58.1161
2025-05-27 18:56:05 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️       9     ▲ 0.7523      ▼ 0.6955       0.4939         1.582        4.7992e-05  58.0203
2025-05-27 18:57:04 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      10     ▲ 0.7873      ▼ 0.6138        0.484        1.6469        4.7529e-05  58.8201
2025-05-27 18:58:02 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      11     ▲ 0.8205      ▼ 0.5337       0.4791        1.7147        4.7021e-05  58.1692
2025-05-27 18:59:01 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      12     ▲ 0.8359      ▼ 0.4867       0.4767        1.8411        4.6468e-05  58.6434
2025-05-27 18:59:59 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      13     ▲ 0.8463      ▼ 0.4313       0.4791        1.7306        4.5873e-05  58.379
2025-05-27 19:00:57 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      14     ▲ 0.8740      ▼ 0.3973       0.4717        1.9429        4.5235e-05  57.9369
2025-05-27 19:01:56 | INFO     | [callbacks :on_epoch_end      : 148] | ℹ️      15     ▲ 0.8888      ▼ 0.3363        0.484        1.8667        4.4557e-05  58.2923
2025-05-27 19:02:54 | INFO     | [pipeline  :single_train      :1656] | ℹ️ Training finished. Best validation performance found at Epoch 6 (valid_loss=1.4980)
2025-05-27 19:02:54 | INFO     | [pipeline  :single_train      :1718] | ℹ️ Main pipeline model adapter updated from single_train run: single_train_184715
2025-05-27 19:02:54 | DEBUG    | [pipeline  :_save_results     : 463] | 🐞 Results detail level overridden for this run to: 2
2025-05-27 19:02:54 | DEBUG    | [pipeline  :_save_results     : 471] | 🐞 Saving results for single_train_184715 (detail level: 2)
2025-05-27 19:02:54 | INFO     | [pipeline  :_save_results     : 580] | ℹ️ Results JSON saved via repository to: experiments/CCSN/pvit/20250527_184715_seed42/single_train_184715/single_train_results.json
2025-05-27 19:02:54 | INFO     | [pipeline  :single_train      :1755] | ℹ️ Plotting single_train results for single_train_184715 (plot level 2).
2025-05-27 19:02:54 | INFO     | [plotter   :plot_single_tra...: 662] | ℹ️ Plotting single_train results for: single_train_184715
2025-05-27 19:02:55 | INFO     | [plotter   :plot_single_tra...: 680] | ℹ️ Finished plotting for single_train: single_train_184715
2025-05-27 19:02:55 | INFO     | [executor  :run               : 198] | ℹ️ --- Method single_train (single_train_0) completed successfully in 939.76s ---
2025-05-27 19:02:55 | INFO     | [executor  :run               : 166] | ℹ️ --- Running Method 2/2: single_eval (single_eval_1) ---
2025-05-27 19:02:55 | DEBUG    | [executor  :run               : 191] | 🐞 Running with effective parameters: {'plot_level': 2}
2025-05-27 19:02:55 | INFO     | [pipeline  :single_eval       :1776] | ℹ️ Starting model evaluation on the test set...
2025-05-27 19:02:55 | INFO     | [pipeline  :single_eval       :1790] | ℹ️ Evaluating on 509 test samples...
2025-05-27 19:02:55 | DEBUG    | [adapter   :get_iterator      : 250] | 🐞 get_iterator: Wrapping skorch Dataset's X (paths) with PathImageDataset for eval.
2025-05-27 19:02:55 | DEBUG    | [adapter   :get_iterator      : 304] | 🐞 Creating DataLoader: dataset_len=509, batch_size=16, shuffle=False, collate_fn=Custom (PathImageDataset style), loader_kwargs={'num_workers': 0, 'pin_memory': False}
2025-05-27 19:02:55 | DEBUG    | [adapter   :get_iterator      : 319] | 🐞 Wrapping DataLoader with _BatchPlottingIterator for validation/evaluation.
2025-05-27 19:03:00 | DEBUG    | [adapter   :get_iterator      : 250] | 🐞 get_iterator: Wrapping skorch Dataset's X (paths) with PathImageDataset for eval.
2025-05-27 19:03:00 | DEBUG    | [adapter   :get_iterator      : 304] | 🐞 Creating DataLoader: dataset_len=509, batch_size=16, shuffle=False, collate_fn=Custom (PathImageDataset style), loader_kwargs={'num_workers': 0, 'pin_memory': False}
2025-05-27 19:03:00 | DEBUG    | [adapter   :get_iterator      : 319] | 🐞 Wrapping DataLoader with _BatchPlottingIterator for validation/evaluation.
2025-05-27 19:03:05 | DEBUG    | [pipeline  :single_eval       :1807] | 🐞 Plot level overridden for this run to: 2
2025-05-27 19:03:05 | DEBUG    | [pipeline  :_compute_metrics  : 443] | 🐞 Computed Metrics: Acc=0.5069, Macro F1=0.4829
2025-05-27 19:03:05 | DEBUG    | [pipeline  :_save_results     : 465] | 🐞 Using pipeline results detail level for this run: 3
2025-05-27 19:03:05 | DEBUG    | [pipeline  :_save_results     : 471] | 🐞 Saving results for single_eval_190255 (detail level: 3)
2025-05-27 19:03:05 | INFO     | [pipeline  :_save_results     : 580] | ℹ️ Results JSON saved via repository to: experiments/CCSN/pvit/20250527_184715_seed42/single_eval_190255/single_eval_results.json
2025-05-27 19:03:05 | INFO     | [pipeline  :single_eval       :1850] | ℹ️ Plotting single_eval results for single_eval_190255 (plot level 2).
2025-05-27 19:03:05 | INFO     | [plotter   :plot_single_eva...: 697] | ℹ️ Plotting single_eval results for: single_eval_190255
2025-05-27 19:03:05 | INFO     | [plotter   :_generate_metri...: 246] | ℹ️ Metrics CSV saved via repository to: experiments/CCSN/pvit/20250527_184715_seed42/single_eval_190255/single_eval_plots/metrics_table.csv
2025-05-27 19:03:08 | INFO     | [plotter   :plot_single_eva...: 745] | ℹ️ Finished plotting for single_eval: single_eval_190255
2025-05-27 19:03:08 | INFO     | [executor  :run               : 198] | ℹ️ --- Method single_eval (single_eval_1) completed successfully in 13.21s ---
2025-05-27 19:03:08 | INFO     | [executor  :run               : 217] | ℹ️ Pipeline execution finished in 952.96s.
2025-05-27 19:03:08 | INFO     | [executor  :run               : 313] | ℹ️ Final log file available at: C:\Users\Stefan\Documents\GitHub\UBB-Y3-AI-Research\model_src\experiments\CCSN\pvit\20250527_184715_seed42\experiment_run_20250527_184715_seed42.log
2025-05-27 19:03:08 | INFO     | [main      :<module>          : 276] | ℹ️ --- Final Execution Results Summary ---
2025-05-27 19:03:08 | INFO     | [main      :<module>          : 285] | ℹ️ Method single_train_0: Completed. (Acc: 0.4914, F1: nan, BestScore: nan)
2025-05-27 19:03:08 | INFO     | [main      :<module>          : 285] | ℹ️ Method single_eval_1: Completed. (Acc: nan, F1: 0.4829, BestScore: nan)
